2025-08-14 10:55:13,599 [INFO] Interrupt script started
2025-08-14 10:55:34,797 [INFO] Camera OK on try 1
2025-08-14 12:09:26,393 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:09:30,952 [ERROR] Frame capture failed
2025-08-14 12:09:31,275 [ERROR] Frame capture failed
2025-08-14 12:09:31,602 [ERROR] Frame capture failed
2025-08-14 12:09:31,928 [ERROR] Frame capture failed
2025-08-14 12:09:32,250 [ERROR] Frame capture failed
2025-08-14 12:09:32,566 [ERROR] Frame capture failed
2025-08-14 12:09:32,886 [ERROR] Frame capture failed
2025-08-14 12:09:33,204 [ERROR] Frame capture failed
2025-08-14 12:09:33,530 [ERROR] Frame capture failed
2025-08-14 12:09:33,847 [ERROR] Frame capture failed
2025-08-14 12:09:34,166 [ERROR] Frame capture failed
2025-08-14 12:09:34,492 [ERROR] Frame capture failed
2025-08-14 12:09:34,816 [ERROR] Frame capture failed
2025-08-14 12:09:35,144 [ERROR] Frame capture failed
2025-08-14 12:09:35,583 [ERROR] Frame capture failed
2025-08-14 12:09:35,901 [ERROR] Frame capture failed
2025-08-14 12:09:36,217 [ERROR] Frame capture failed
2025-08-14 12:09:36,543 [ERROR] Frame capture failed
2025-08-14 12:09:36,860 [ERROR] Frame capture failed
2025-08-14 12:09:37,179 [ERROR] Frame capture failed
2025-08-14 12:09:37,503 [ERROR] Frame capture failed
2025-08-14 12:09:37,828 [ERROR] Frame capture failed
2025-08-14 12:09:38,149 [ERROR] Frame capture failed
2025-08-14 12:09:38,468 [ERROR] Frame capture failed
2025-08-14 12:09:38,793 [ERROR] Frame capture failed
2025-08-14 12:09:39,118 [ERROR] Frame capture failed
2025-08-14 12:09:39,443 [ERROR] Frame capture failed
2025-08-14 12:09:39,770 [ERROR] Frame capture failed
2025-08-14 12:09:40,097 [ERROR] Frame capture failed
2025-08-14 12:09:40,422 [ERROR] Frame capture failed
2025-08-14 12:09:40,750 [ERROR] Frame capture failed
2025-08-14 12:09:41,078 [ERROR] Frame capture failed
2025-08-14 12:09:41,399 [ERROR] Frame capture failed
2025-08-14 12:09:41,432 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-09-26_2025-08-14_0x26.jpg
2025-08-14 12:09:41,735 [ERROR] Frame capture failed
2025-08-14 12:09:42,051 [ERROR] Frame capture failed
2025-08-14 12:09:42,371 [ERROR] Frame capture failed
2025-08-14 12:09:42,697 [ERROR] Frame capture failed
2025-08-14 12:09:43,025 [ERROR] Frame capture failed
2025-08-14 12:09:43,353 [ERROR] Frame capture failed
2025-08-14 12:09:43,680 [ERROR] Frame capture failed
2025-08-14 12:09:44,008 [ERROR] Frame capture failed
2025-08-14 12:09:44,335 [ERROR] Frame capture failed
2025-08-14 12:09:44,780 [ERROR] Frame capture failed
2025-08-14 12:09:45,097 [ERROR] Frame capture failed
2025-08-14 12:09:45,424 [ERROR] Frame capture failed
2025-08-14 12:09:45,753 [ERROR] Frame capture failed
2025-08-14 12:09:46,079 [ERROR] Frame capture failed
2025-08-14 12:09:46,407 [ERROR] Frame capture failed
2025-08-14 12:09:46,734 [ERROR] Frame capture failed
2025-08-14 12:09:47,061 [ERROR] Frame capture failed
2025-08-14 12:09:47,386 [ERROR] Frame capture failed
2025-08-14 12:09:47,714 [ERROR] Frame capture failed
2025-08-14 12:09:48,043 [ERROR] Frame capture failed
2025-08-14 12:09:48,367 [ERROR] Frame capture failed
2025-08-14 12:09:48,693 [ERROR] Frame capture failed
2025-08-14 12:09:49,020 [ERROR] Frame capture failed
2025-08-14 12:09:49,346 [ERROR] Frame capture failed
2025-08-14 12:09:49,672 [ERROR] Frame capture failed
2025-08-14 12:09:50,114 [ERROR] Frame capture failed
2025-08-14 12:09:50,432 [ERROR] Frame capture failed
2025-08-14 12:09:50,749 [ERROR] Frame capture failed
2025-08-14 12:09:51,073 [ERROR] Frame capture failed
2025-08-14 12:09:51,400 [ERROR] Frame capture failed
2025-08-14 12:09:51,728 [ERROR] Frame capture failed
2025-08-14 12:09:52,048 [ERROR] Frame capture failed
2025-08-14 12:09:52,367 [ERROR] Frame capture failed
2025-08-14 12:09:52,692 [ERROR] Frame capture failed
2025-08-14 12:09:53,020 [ERROR] Frame capture failed
2025-08-14 12:36:24,437 [INFO] Camera OK on try 1
2025-08-14 12:36:25,508 [INFO] Interrupt script started
2025-08-14 12:37:23,887 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:37:36,933 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-37-23_2025-08-14_0x69.jpg
2025-08-14 12:39:22,149 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:39:49,414 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-39-22_2025-08-14_0x36.jpg
2025-08-14 12:39:52,305 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:39:56,363 [INFO] Subprocess terminated
